onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
165.116	n/a	82558	seqLearning_start	91	n/a	n/a	8
174.464	n/a	87232	learningBlock_1	31	n/a	n/a	8
174.482	n/a	87241	dot_no1_ON	11	n/a	n/a	8
175.07	n/a	87535	dot_no1_OFF	21	n/a	n/a	8
176.39	n/a	88195	dot_no6_ON	16	n/a	n/a	8
176.98	n/a	88490	dot_no6_OFF	26	n/a	n/a	8
178.3	n/a	89150	dot_no4_ON	14	n/a	n/a	8
178.89	n/a	89445	dot_no4_OFF	24	n/a	n/a	8
180.212	n/a	90106	dot_no2_ON	12	n/a	n/a	8
180.8	n/a	90400	dot_no2_OFF	22	n/a	n/a	8
182.12	n/a	91060	dot_no7_ON	17	n/a	n/a	8
182.71	n/a	91355	dot_no7_OFF	27	n/a	n/a	8
184.03	n/a	92015	dot_no3_ON	13	n/a	n/a	8
184.62	n/a	92310	dot_no3_OFF	23	n/a	n/a	8
185.942	n/a	92971	dot_no8_ON	18	n/a	n/a	8
186.53	n/a	93265	dot_no8_OFF	28	n/a	n/a	8
187.85	n/a	93925	dot_no5_ON	15	n/a	n/a	8
188.44	n/a	94220	dot_no5_OFF	25	n/a	n/a	8
189.762	n/a	94881	dot_no2_ON	12	n/a	n/a	8
190.35	n/a	95175	dot_no2_OFF	22	n/a	n/a	8
191.67	n/a	95835	dot_no7_ON	17	n/a	n/a	8
192.26	n/a	96130	dot_no7_OFF	27	1-6-5-8-3-7-4-2-7-3	1-6-4-2-7-3-8-5-2-7	8
228.312	n/a	114156	learningBlock_2	32	n/a	n/a	8
228.322	n/a	114161	dot_no1_ON	11	n/a	n/a	8
228.91	n/a	114455	dot_no1_OFF	21	n/a	n/a	8
230.232	n/a	115116	dot_no6_ON	16	n/a	n/a	8
230.82	n/a	115410	dot_no6_OFF	26	n/a	n/a	8
232.14	n/a	116070	dot_no4_ON	14	n/a	n/a	8
232.73	n/a	116365	dot_no4_OFF	24	n/a	n/a	8
234.052	n/a	117026	dot_no2_ON	12	n/a	n/a	8
234.64	n/a	117320	dot_no2_OFF	22	n/a	n/a	8
235.962	n/a	117981	dot_no7_ON	17	n/a	n/a	8
236.55	n/a	118275	dot_no7_OFF	27	n/a	n/a	8
237.872	n/a	118936	dot_no3_ON	13	n/a	n/a	8
238.46	n/a	119230	dot_no3_OFF	23	n/a	n/a	8
239.782	n/a	119891	dot_no8_ON	18	n/a	n/a	8
240.37	n/a	120185	dot_no8_OFF	28	n/a	n/a	8
241.692	n/a	120846	dot_no5_ON	15	n/a	n/a	8
242.28	n/a	121140	dot_no5_OFF	25	n/a	n/a	8
243.602	n/a	121801	dot_no2_ON	12	n/a	n/a	8
244.19	n/a	122095	dot_no2_OFF	22	n/a	n/a	8
245.512	n/a	122756	dot_no7_ON	17	n/a	n/a	8
246.1	n/a	123050	dot_no7_OFF	27	1-6-4-2-7-5-8-3-1-7	1-6-4-2-7-3-8-5-2-7	8
270.926	n/a	135463	learningBlock_3	33	n/a	n/a	8
270.942	n/a	135471	dot_no1_ON	11	n/a	n/a	8
271.53	n/a	135765	dot_no1_OFF	21	n/a	n/a	8
272.852	n/a	136426	dot_no6_ON	16	n/a	n/a	8
273.44	n/a	136720	dot_no6_OFF	26	n/a	n/a	8
274.762	n/a	137381	dot_no4_ON	14	n/a	n/a	8
275.35	n/a	137675	dot_no4_OFF	24	n/a	n/a	8
276.672	n/a	138336	dot_no2_ON	12	n/a	n/a	8
