Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,94793,18,1,n/a
NDARAA117NEJ,84044,12,1,n/a
NDARAC904DMU,78492,30,1,n/a
NDARAD481FXF,80465,38,1,n/a
NDARAE012DGA,117113,13,1,n/a
NDARAE199TDD,101668,22,1,n/a
NDARAG143ARJ,NaN,NaN,0,n/a
NDARAJ366ZFA,NaN,NaN,0,n/a
NDARAJ807UYR,NaN,NaN,0,n/a
NDARAK653RYE,100176,38,1,n/a
NDARAM048AFP,NaN,NaN,0,n/a
NDARAM277WZT,NaN,NaN,0,n/a
NDARAM704GKZ,255567,18,1,n/a
NDARAN385MDH,NaN,NaN,0,n/a
NDARAN461TGQ,94826,27,1,n/a
NDARAP359UM6,83143,26,1,n/a
NDARAT100AEQ,NaN,NaN,0,n/a
NDARAU447JZH,99291,26,1,n/a
NDARAV534CJH,128551,46,1,n/a
NDARAV747WVL,80169,17,1,n/a
NDARAV894XWD,123201,27,1,n/a
NDARAY734WB0,82991,33,1,n/a
NDARBA507GCT,117778,30,1,n/a
NDARBB854DRN,98490,22,1,n/a
NDARBC580HR5,148102,19,1,n/a
NDARBD879MBX,97376,29,1,n/a
NDARBF805EHN,102164,39,1,n/a
NDARBH024NH2,85167,23,1,n/a
NDARBK082PDD,77767,18,1,n/a
NDARBK669XJQ,100693,33,1,n/a
NDARBL117AUV,85065,17,1,n/a
NDARBM173BJG,NaN,NaN,0,n/a
NDARBM213BEA,NaN,NaN,0,n/a
NDARBP894XHG,349282,26,1,n/a
NDARBT747UHM,88401,24,1,n/a
NDARBU112XZE,150710,26,1,n/a
NDARBX121UM9,NaN,NaN,0,n/a
NDARCA153NKE,83267,12,1,n/a
NDARCA186WGH,NaN,NaN,0,n/a
NDARCD401HGZ,83066,36,1,n/a
NDARCE368YHM,NaN,NaN,0,n/a
NDARCE721YB5,97825,24,1,n/a
NDARCH755XDL,96165,32,1,n/a
NDARCJ594BWQ,82193,26,1,n/a
NDARCL080RHP,80193,35,1,n/a
NDARCN669XPR,86176,35,1,n/a
NDARCR499NE4,82567,17,1,n/a
NDARCT933HF2,83441,12,1,n/a
NDARCU417HRA,NaN,NaN,0,n/a
NDARCW071AU5,NaN,NaN,0,n/a
NDARCW094JCG,87916,18,1,n/a
NDARCW419GBD,NaN,NaN,0,n/a
NDARCW963FP9,100665,22,1,n/a
NDARCX221CWA,NaN,NaN,0,n/a
NDARCZ947WU5,78041,17,1,n/a
NDARDB804YHE,84092,16,1,n/a
NDARDH670PXH,73250,15,1,n/a
NDARDL511UND,94150,33,1,n/a
NDARDN702GXX,95315,28,1,n/a
NDARDU986RBM,83143,18,1,n/a
NDARDV088AA3,NaN,NaN,0,n/a
NDARDX469TC1,NaN,NaN,0,n/a
NDARDX770PJK,NaN,NaN,0,n/a
NDARDZ946KVL,NaN,NaN,0,n/a
NDAREC182WW2,NaN,NaN,0,n/a
NDARED047DTH,NaN,NaN,0,n/a
NDAREE196FEG,NaN,NaN,0,n/a
NDAREF057VX5,NaN,NaN,0,n/a
NDAREG561ML5,NaN,NaN,0,n/a
NDAREH876HG2,NaN,NaN,0,n/a
NDAREH905REB,87291,13,1,n/a
NDAREK544ENR,NaN,NaN,0,n/a
NDAREK947FYP,NaN,NaN,0,n/a
NDAREM018TJQ,NaN,NaN,0,n/a
NDAREM731BYM,85217,28,1,n/a
NDAREN519BLJ,83064,16,1,n/a
NDARER840MKU,NaN,NaN,0,n/a
NDARET550NXC,NaN,NaN,0,n/a
NDARET632ELD,NaN,NaN,0,n/a
NDARET949LMU,85791,10,1,n/a
NDAREV970HAN,83567,33,1,n/a
NDAREW976FNL,NaN,NaN,0,n/a
NDAREX091KUR,78169,16,1,n/a
NDAREY741MG9,78142,22,1,n/a
NDAREZ098ZPE,NaN,NaN,0,n/a
NDARFB575BAT,88292,34,1,n/a
NDARFD316UD2,NaN,NaN,0,n/a
NDARFE163HVN,NaN,NaN,0,n/a
NDARFG114VB1,131626,27,1,n/a
NDARFJ100BDZ,179859,15,1,n/a
NDARFJ302HVD,82766,29,1,n/a
NDARFK610GY5,77267,27,1,n/a
NDARFL411AT1,74068,17,1,n/a
NDARFM080VAF,101887,14,1,n/a
NDARFN452VPC,127760,23,1,n/a
NDARFT581ZW5,78743,15,1,n/a
NDARFW292PBD,85742,33,1,n/a
NDARFW444PN1,NaN,NaN,0,n/a
NDARFW972KFQ,79418,36,1,n/a
NDARFY075REK,NaN,NaN,0,n/a
NDARGB040MGR,NaN,NaN,0,n/a
NDARGB441VVD,NaN,NaN,0,n/a
NDARGC521HNP,127762,24,1,n/a
NDARGE366WNC,79991,43,1,n/a
NDARGE536BGD,81169,26,1,n/a
NDARGJ395FKP,79241,30,1,n/a
NDARGL107GFK,91650,28,1,n/a
NDARGL800LDW,82290,12,1,n/a
NDARGL834CMQ,78390,17,1,n/a
NDARGL963HU4,NaN,NaN,0,n/a
NDARGM498YFL,79366,19,1,n/a
NDARGR106TJB,86552,29,1,n/a
NDARGT267UZR,81818,20,1,n/a
NDARGU485JJA,78068,20,1,n/a
NDARGU729WUR,94989,27,1,n/a
NDARGV956EGX,99090,34,1,n/a
NDARGW362UJZ,NaN,NaN,0,n/a
NDARGX001CB1,NaN,NaN,0,n/a
NDARGY054ENV,94042,31,1,n/a
NDARGY148EVU,NaN,NaN,0,n/a
NDARHB772TE5,NaN,NaN,0,n/a
NDARHB781DD8,77375,9,1,n/a
NDARHC737MHK,133302,17,1,n/a
NDARHF269ATU,83592,28,1,n/a
NDARHF904CWB,86142,26,1,n/a
NDARHJ126UW2,NaN,NaN,0,n/a
NDARHJ523XGB,NaN,NaN,0,n/a
NDARHL238VL2,81116,28,1,n/a
NDARHM273AXL,69343,26,1,n/a
NDARHN131ZP6,91875,33,1,n/a
NDARHP176DPE,80041,28,1,n/a
NDARHP558MGA,NaN,NaN,0,n/a
NDARHR443EHF,NaN,NaN,0,n/a
NDARHR753ZKU,80070,24,1,n/a
NDARHR944BBY,83841,24,1,n/a
NDARHW718DTW,79692,32,1,n/a
NDARHX739YBW,83093,24,1,n/a
NDARHX877BLQ,94592,32,1,n/a
NDARHY177LY9,NaN,NaN,0,n/a
NDARHZ439EBY,NaN,NaN,0,n/a
NDARJD282HJ4,81415,14,1,n/a
NDARJE086YU0,NaN,NaN,0,n/a
NDARJH441HJD,92316,13,1,n/a
NDARJH925ZCD,99962,26,1,n/a
NDARJJ356DAL,81468,18,1,n/a
NDARJJ859RRW,NaN,NaN,0,n/a
NDARJK910PDK,123962,28,1,n/a
NDARJM708VGE,98341,28,1,n/a
NDARJM759GYH,93567,46,1,n/a
