Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,86069,4,1,n/a
NDARAA117NEJ,99708,5,1,n/a
NDARAC904DMU,86047,4,1,n/a
NDARAD481FXF,86034,4,1,n/a
NDARAE012DGA,86044,4,1,n/a
NDARAE199TDD,86057,4,1,n/a
NDARAG143ARJ,86046,4,1,n/a
NDARAJ366ZFA,86058,4,1,n/a
NDARAJ807UYR,86032,4,1,n/a
NDARAK653RYE,86720,4,1,n/a
NDARAM048AFP,87716,4,1,n/a
NDARAM277WZT,86071,4,1,n/a
NDARAM704GKZ,86068,4,1,n/a
NDARAN385MDH,86062,4,1,n/a
NDARAN461TGQ,87758,4,1,n/a
NDARAP359UM6,86551,4,1,n/a
NDARAT100AEQ,86013,4,1,n/a
NDARAU447JZH,86028,4,1,n/a
NDARAV534CJH,87733,4,1,n/a
NDARAV747WVL,86059,4,1,n/a
NDARAV894XWD,87729,4,1,n/a
NDARAY734WB0,86041,4,1,n/a
NDARBA507GCT,87755,4,1,n/a
NDARBB854DRN,NaN,NaN,0,n/a
NDARBC580HR5,87740,4,1,n/a
NDARBD879MBX,87713,4,1,n/a
NDARBF805EHN,86051,4,1,n/a
NDARBH024NH2,86045,4,1,n/a
NDARBK082PDD,86062,4,1,n/a
NDARBK669XJQ,86057,4,1,n/a
NDARBL117AUV,86053,4,1,n/a
NDARBM173BJG,86052,4,1,n/a
NDARBM213BEA,NaN,NaN,0,n/a
NDARBP894XHG,87786,4,1,n/a
NDARBT747UHM,87746,4,1,n/a
NDARBU112XZE,86053,4,1,n/a
NDARBX121UM9,86118,4,1,n/a
NDARCA153NKE,86038,4,1,n/a
NDARCA186WGH,86550,4,1,n/a
NDARCD401HGZ,86038,4,1,n/a
NDARCE368YHM,86117,4,1,n/a
NDARCE721YB5,87707,4,1,n/a
NDARCH755XDL,86075,3,1,n/a
NDARCJ594BWQ,86052,4,1,n/a
NDARCL080RHP,86563,4,1,n/a
NDARCN669XPR,86764,4,1,n/a
NDARCR499NE4,100807,5,1,n/a
NDARCT933HF2,86565,4,1,n/a
NDARCU417HRA,87728,4,1,n/a
NDARCW071AU5,86061,4,1,n/a
NDARCW094JCG,86063,4,1,n/a
NDARCW419GBD,NaN,NaN,0,n/a
NDARCW963FP9,86036,4,1,n/a
NDARCX221CWA,86063,4,1,n/a
NDARCZ947WU5,86096,4,1,n/a
NDARDB804YHE,86039,4,1,n/a
NDARDH670PXH,88840,4,1,n/a
NDARDL511UND,86736,4,1,n/a
NDARDN702GXX,86056,4,1,n/a
NDARDU986RBM,86116,4,1,n/a
NDARDV088AA3,87714,4,1,n/a
