Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,NaN,NaN,0,n/a
NDARAA117NEJ,102317,3,1,n/a
NDARAC904DMU,102830,3,1,n/a
NDARAD481FXF,NaN,NaN,0,n/a
NDARAE012DGA,102314,3,1,n/a
NDARAE199TDD,NaN,NaN,0,n/a
NDARAG143ARJ,102325,3,1,n/a
NDARAJ366ZFA,NaN,NaN,0,n/a
NDARAJ807UYR,NaN,NaN,0,n/a
NDARAK653RYE,NaN,NaN,0,n/a
NDARAM048AFP,NaN,NaN,0,n/a
NDARAM277WZT,NaN,NaN,0,n/a
NDARAM704GKZ,102298,3,1,n/a
NDARAN385MDH,102304,3,1,n/a
NDARAN461TGQ,NaN,NaN,0,n/a
NDARAP359UM6,102309,3,1,n/a
NDARAT100AEQ,NaN,NaN,0,n/a
NDARAU447JZH,NaN,NaN,0,n/a
NDARAV534CJH,NaN,NaN,0,n/a
NDARAV747WVL,NaN,NaN,0,n/a
NDARAV894XWD,NaN,NaN,0,n/a
NDARAY734WB0,NaN,NaN,0,n/a
NDARBA507GCT,NaN,NaN,0,n/a
NDARBB854DRN,NaN,NaN,0,n/a
NDARBC580HR5,NaN,NaN,0,n/a
NDARBD879MBX,103997,3,1,n/a
NDARBF805EHN,102328,3,1,n/a
NDARBH024NH2,102349,3,1,n/a
NDARBK082PDD,102833,3,1,n/a
NDARBK669XJQ,NaN,NaN,0,n/a
NDARBL117AUV,NaN,NaN,0,n/a
NDARBM173BJG,102314,3,1,n/a
NDARBM213BEA,NaN,NaN,0,n/a
NDARBP894XHG,NaN,NaN,0,n/a
NDARBT747UHM,NaN,NaN,0,n/a
NDARBU112XZE,NaN,NaN,0,n/a
NDARBX121UM9,102311,3,1,n/a
NDARCA153NKE,102337,3,1,n/a
NDARCA186WGH,NaN,NaN,0,n/a
NDARCD401HGZ,NaN,NaN,0,n/a
NDARCE368YHM,NaN,NaN,0,n/a
NDARCE721YB5,103977,3,1,n/a
NDARCH755XDL,NaN,NaN,0,n/a
NDARCJ594BWQ,102309,3,1,n/a
NDARCL080RHP,NaN,NaN,0,n/a
NDARCN669XPR,130638,3,1,n/a
NDARCR499NE4,102364,3,1,n/a
NDARCT933HF2,NaN,NaN,0,n/a
NDARCU417HRA,NaN,NaN,0,n/a
NDARCW071AU5,102310,3,1,n/a
NDARCW094JCG,102314,3,1,n/a
NDARCW419GBD,NaN,NaN,0,n/a
NDARCW963FP9,102322,3,1,n/a
NDARCX221CWA,NaN,NaN,0,n/a
NDARCZ947WU5,102295,3,1,n/a
NDARDB804YHE,NaN,NaN,0,n/a
NDARDH670PXH,104003,3,1,n/a
NDARDL511UND,104062,3,1,n/a
