Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,NaN,NaN,0,n/a
NDARAA117NEJ,NaN,NaN,0,n/a
NDARAC904DMU,231575,109,1,n/a
NDARAD481FXF,112989,109,1,n/a
NDARAE012DGA,NaN,NaN,0,n/a
NDARAE199TDD,264300,109,1,n/a
NDARAG143ARJ,NaN,NaN,0,n/a
NDARAJ366ZFA,145712,109,1,n/a
NDARAJ807UYR,NaN,NaN,0,n/a
NDARAK653RYE,202822,109,1,n/a
NDARAM048AFP,145653,109,1,n/a
NDARAM277WZT,349890,137,1,n/a
NDARAM704GKZ,NaN,NaN,0,n/a
NDARAN385MDH,189485,109,1,n/a
NDARAN461TGQ,221341,109,1,n/a
NDARAP359UM6,166434,109,1,n/a
NDARAT100AEQ,NaN,NaN,0,n/a
NDARAU447JZH,151859,109,1,n/a
NDARAV534CJH,124002,109,1,n/a
NDARAV747WVL,177009,109,1,n/a
NDARAV894XWD,270980,109,1,n/a
NDARAY734WB0,117536,109,1,n/a
NDARBA507GCT,150003,109,1,n/a
NDARBB854DRN,207404,109,1,n/a
NDARBC580HR5,229504,109,1,n/a
NDARBD879MBX,154428,109,1,n/a
NDARBF805EHN,134362,109,1,n/a
NDARBH024NH2,NaN,NaN,0,n/a
NDARBK082PDD,NaN,NaN,0,n/a
NDARBK669XJQ,144764,109,1,n/a
NDARBL117AUV,NaN,NaN,0,n/a
NDARBM173BJG,246678,109,1,n/a
NDARBM213BEA,150363,109,1,n/a
NDARBP894XHG,148077,109,1,n/a
NDARBT747UHM,NaN,NaN,0,n/a
NDARBU112XZE,186809,109,1,n/a
NDARBX121UM9,132911,109,1,n/a
NDARCA153NKE,NaN,NaN,0,n/a
NDARCA186WGH,125641,109,1,n/a
NDARCD401HGZ,155562,109,1,n/a
NDARCE368YHM,NaN,NaN,0,n/a
NDARCE721YB5,NaN,NaN,0,n/a
NDARCH755XDL,237254,109,1,n/a
NDARCJ594BWQ,146563,109,1,n/a
NDARCL080RHP,159587,109,1,n/a
NDARCN669XPR,166977,109,1,n/a
NDARCR499NE4,NaN,NaN,0,n/a
NDARCT933HF2,286174,109,1,n/a
NDARCU417HRA,NaN,NaN,0,n/a
NDARCW071AU5,NaN,NaN,0,n/a
NDARCW094JCG,NaN,NaN,0,n/a
NDARCW419GBD,NaN,NaN,0,n/a
NDARCW963FP9,196981,109,1,n/a
NDARCX221CWA,161009,109,1,n/a
NDARCZ947WU5,196883,109,1,n/a
NDARDB804YHE,160635,109,1,n/a
NDARDH670PXH,378233,109,1,n/a
NDARDL511UND,144903,109,1,n/a
NDARDN702GXX,157760,109,1,n/a
