Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,182084,14,1,n/a
NDARAA117NEJ,184256,14,1,n/a
NDARAC904DMU,201737,36,1,n/a
NDARAD481FXF,173659,14,1,n/a
NDARAE012DGA,177559,14,1,n/a
NDARAE199TDD,177384,14,1,n/a
NDARAG143ARJ,192755,14,1,n/a
NDARAJ366ZFA,187257,14,1,n/a
NDARAJ807UYR,180133,14,1,n/a
NDARAK653RYE,319640,120,1,n/a
NDARAM048AFP,224929,14,1,n/a
NDARAM277WZT,194129,14,1,n/a
NDARAM704GKZ,172809,14,1,n/a
NDARAN385MDH,174257,14,1,n/a
NDARAN461TGQ,212254,14,1,n/a
NDARAP359UM6,188780,14,1,n/a
NDARAT100AEQ,NaN,NaN,0,n/a
NDARAU447JZH,174435,14,1,n/a
NDARAV534CJH,350182,14,1,n/a
NDARAV747WVL,190282,14,1,n/a
NDARAV894XWD,485556,78,1,n/a
NDARAY734WB0,177532,14,1,n/a
NDARBA507GCT,209803,14,1,n/a
NDARBB854DRN,179260,14,1,n/a
NDARBC580HR5,209630,14,1,n/a
NDARBD879MBX,214079,14,1,n/a
NDARBF805EHN,176384,14,1,n/a
NDARBH024NH2,206503,14,1,n/a
NDARBK082PDD,175634,14,1,n/a
NDARBK669XJQ,173607,14,1,n/a
NDARBL117AUV,196007,14,1,n/a
NDARBM173BJG,214954,14,1,n/a
NDARBM213BEA,188260,14,1,n/a
NDARBP894XHG,213978,14,1,n/a
NDARBT747UHM,209378,14,1,n/a
NDARBU112XZE,187610,14,1,n/a
NDARBX121UM9,177410,14,1,n/a
NDARCA153NKE,173233,14,1,n/a
NDARCA186WGH,212905,14,1,n/a
NDARCD401HGZ,185183,14,1,n/a
NDARCE368YHM,197957,14,1,n/a
NDARCE721YB5,189029,14,1,n/a
NDARCH755XDL,199907,14,1,n/a
NDARCJ594BWQ,184058,14,1,n/a
NDARCL080RHP,176459,14,1,n/a
NDARCN669XPR,206902,14,1,n/a
NDARCR499NE4,177156,14,1,n/a
NDARCT933HF2,175158,14,1,n/a
NDARCU417HRA,NaN,NaN,0,n/a
NDARCW071AU5,203880,14,1,n/a
NDARCW094JCG,204529,14,1,n/a
NDARCW419GBD,179334,14,1,n/a
NDARCW963FP9,241902,14,1,n/a
NDARCX221CWA,175060,14,1,n/a
NDARCZ947WU5,231477,14,1,n/a
NDARDB804YHE,186060,14,1,n/a
NDARDH670PXH,205054,14,1,n/a
NDARDL511UND,196803,14,1,n/a
NDARDN702GXX,174009,14,1,n/a
NDARDU986RBM,190732,14,1,n/a
NDARDV088AA3,181352,14,1,n/a
NDARDX469TC1,177707,14,1,n/a
NDARDX770PJK,202804,14,1,n/a
NDARDZ946KVL,178984,14,1,n/a
NDAREC182WW2,244129,14,1,n/a
NDARED047DTH,NaN,NaN,0,n/a
NDAREE196FEG,187827,14,1,n/a
NDAREF057VX5,207932,14,1,n/a
NDAREG561ML5,195978,14,1,n/a
NDAREH876HG2,443539,14,1,n/a
NDAREH905REB,176458,14,1,n/a
NDAREK544ENR,223453,14,1,n/a
NDAREK947FYP,192109,14,1,n/a
NDAREM018TJQ,172557,14,1,n/a
NDAREM731BYM,173182,14,1,n/a
NDAREN519BLJ,174383,14,1,n/a
NDARER840MKU,206906,14,1,n/a
NDARET550NXC,196528,14,1,n/a
NDARET632ELD,195979,14,1,n/a
NDARET949LMU,179381,14,1,n/a
NDAREV970HAN,174008,14,1,n/a
NDAREW976FNL,298169,14,1,n/a
NDAREX091KUR,186105,14,1,n/a
NDAREY741MG9,174360,14,1,n/a
