Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAA075AMK,59498,4,1,n/a
NDARAA117NEJ,59504,4,1,n/a
NDARAC904DMU,60006,4,1,n/a
NDARAD481FXF,59975,4,1,n/a
NDARAE012DGA,59478,4,1,n/a
NDARAE199TDD,60045,4,1,n/a
NDARAG143ARJ,59488,4,1,n/a
NDARAJ366ZFA,59478,4,1,n/a
NDARAJ807UYR,59508,4,1,n/a
NDARAK653RYE,61159,4,1,n/a
NDARAM048AFP,60131,4,1,n/a
NDARAM277WZT,59511,4,1,n/a
NDARAM704GKZ,59470,4,1,n/a
NDARAN385MDH,59460,4,1,n/a
NDARAN461TGQ,60144,4,1,n/a
NDARAP359UM6,59463,4,1,n/a
NDARAT100AEQ,59469,4,1,n/a
NDARAU447JZH,59452,4,1,n/a
NDARAV534CJH,61211,4,1,n/a
NDARAV747WVL,59922,4,1,n/a
NDARAV894XWD,61132,4,1,n/a
NDARAY734WB0,59477,4,1,n/a
NDARBA507GCT,61140,4,1,n/a
NDARBB854DRN,520,2,0,n/a
NDARBC580HR5,171230,7,1,n/a
NDARBD879MBX,61201,4,1,n/a
NDARBF805EHN,59532,4,1,n/a
NDARBH024NH2,59471,4,1,n/a
NDARBK082PDD,59465,4,1,n/a
NDARBK669XJQ,59523,4,1,n/a
NDARBL117AUV,59475,4,1,n/a
NDARBM173BJG,59517,4,1,n/a
NDARBM213BEA,NaN,NaN,0,n/a
NDARBP894XHG,62247,4,1,n/a
NDARBT747UHM,61148,4,1,n/a
NDARBU112XZE,59994,4,1,n/a
NDARBX121UM9,78397,7,1,n/a
NDARCA153NKE,59466,4,1,n/a
NDARCA186WGH,59461,4,1,n/a
NDARCD401HGZ,59498,4,1,n/a
NDARCE368YHM,59480,4,1,n/a
NDARCE721YB5,61160,4,1,n/a
NDARCH755XDL,59478,4,1,n/a
NDARCJ594BWQ,59475,4,1,n/a
NDARCL080RHP,82713,7,1,n/a
NDARCN669XPR,61171,4,1,n/a
NDARCR499NE4,93235,5,1,n/a
NDARCT933HF2,59488,4,1,n/a
NDARCU417HRA,61170,4,1,n/a
NDARCW071AU5,59516,4,1,n/a
NDARCW094JCG,59484,4,1,n/a
NDARCW419GBD,9200,3,0,n/a
NDARCW963FP9,59455,4,1,n/a
NDARCX221CWA,59525,4,1,n/a
NDARCZ947WU5,59881,4,1,n/a
NDARDB804YHE,59478,4,1,n/a
NDARDH670PXH,61213,4,1,n/a
NDARDL511UND,61171,4,1,n/a
NDARDN702GXX,59478,4,1,n/a
NDARDU986RBM,59475,4,1,n/a
NDARDV088AA3,61155,4,1,n/a
NDARDX469TC1,59524,4,1,n/a
NDARDX770PJK,60137,4,1,n/a
NDARDZ946KVL,84191,7,1,n/a
NDAREC182WW2,61226,4,1,n/a
NDARED047DTH,59475,4,1,n/a
NDAREE196FEG,59633,4,1,n/a
NDAREF057VX5,59473,4,1,n/a
NDAREG561ML5,60139,4,1,n/a
NDAREH876HG2,63190,4,1,n/a
NDAREH905REB,87815,5,1,n/a
NDAREK544ENR,60148,4,1,n/a
NDAREK947FYP,59473,4,1,n/a
