onset	duration	sample	value	event_code	user_answer	correct_answer
0	n/a	0	dot_no7_OFF	27	n/a	n/a
380.482	n/a	190241	symbolSearch_start	92	n/a	n/a
383.4	n/a	191700	newPage	20	n/a	n/a
405.526	n/a	202763	trialResponse	14	0	0
412.59	n/a	206295	trialResponse	14	1	1
427.074	n/a	213537	trialResponse	14	0	0
439.728	n/a	219864	trialResponse	14	0	0
451.952	n/a	225976	trialResponse	14	0	0
455.68	n/a	227840	trialResponse	14	1	1
460.632	n/a	230316	trialResponse	14	0	0
468.848	n/a	234424	trialResponse	14	0	1
474.576	n/a	237288	trialResponse	14	0	0
482.224	n/a	241112	trialResponse	14	0	0
493.202	n/a	246601	trialResponse	14	0	0
498.338	n/a	249169	trialResponse	14	1	1
507.76	n/a	253880	trialResponse	14	0	0
507.774	n/a	253887	newPage	20	n/a	n/a
511.133	n/a	255566.5	boundary	boundary	n/a	n/a
