onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.896	n/a	948	video_start	83
172.438	n/a	86219	video_stop	103
172.944	n/a	86472	break cnt	break cnt
200.262	n/a	100131	9999	9999
